release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
2012-03-28,False,12,0.644,0.74,2,-5.773,1,0.0388,0.28,6.75e-05,0.123,0.863,102.256,229013,4,salsa
2012-10-30,False,0,0.716,0.888,6,-3.482,0,0.0608,0.00672,0.00189,0.173,0.385,111.987,291574,4,pop
2012-01-01,False,2,0.643,0.604,5,-9.208,1,0.0748,0.751,0.000456,0.0986,0.776,125.164,363333,4,jazz
2015-07-11,False,57,0.731,0.999,8,-2.174,1,0.0929,0.0359,0.0,0.0265,0.931,141.094,178578,4,disco
2015-11-20,False,30,0.686,0.969,11,-4.46,0,0.344,0.214,8.2e-06,0.337,0.789,155.003,199995,4,rap
2021-07-22,True,66,0.774,0.513,0,-8.159,1,0.342,0.32,0.000105,0.0866,0.51,102.78,181676,4,hip hop
2021-04-16,False,58,0.252,0.866,9,-4.942,0,0.0613,0.00191,0.513,0.127,0.128,135.32,531347,4,rock
2010-10-18,False,22,0.488,0.901,10,-3.355,0,0.0291,6.52e-06,0.886,0.544,0.255,125.019,261933,4,dance
1979,False,0,0.525,0.893,4,-2.933,0,0.0491,0.833,0.219,0.221,0.708,112.715,340387,4,latin
2014-05-19,False,64,0.548,0.475,1,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.974,294667,4,pop
2011-05-21,False,0,0.505,0.46,11,-11.549,1,0.0363,0.923,0.15,0.634,0.0768,119.959,250200,4,folk
2015-03-23,True,47,0.876,0.553,1,-9.209,1,0.236,0.498,0.000649,0.186,0.326,119.983,232373,4,hip hop
1989-06-15,False,0,0.465,0.886,3,-7.183,1,0.0354,2.38e-05,0.314,0.152,0.772,137.986,215120,4,rock
2003-01-01,False,12,0.559,0.486,10,-9.097,0,0.0461,6.8e-05,0.447,0.106,0.776,128.295,336227,4,electro
1970-12,False,0,0.817,0.324,11,-9.347,1,0.124,0.00107,0.000193,0.0683,0.501,92.926,198467,4,reggae
2001-10-03,False,40,0.688,0.587,11,-9.374,0,0.39,0.453,0.0,0.0636,0.431,91.379,313107,4,rap
2018-12-10,True,74,0.523,0.678,8,-6.071,1,0.0692,0.000616,0.0,0.142,0.277,159.909,244194,4,hip hop
2019-09-13,False,76,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000588,0.0862,0.517,124.051,208474,4,pop
1996-01-01,False,82,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4,pop
2015-08-07,True,0,0.735,0.749,10,-3.766,0,0.0874,0.371,0.0,0.47,0.373,93.718,278507,4,hip hop
2020-06-24,True,80,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4,hip hop
2007-01-01,False,58,0.163,0.616,9,-9.996,1,0.044,0.0286,0.0,0.0826,0.33,81.993,224720,4,pop
2013-05-06,False,27,0.804,0.231,5,-11.867,0,0.0773,0.143,0.826,0.085,0.314,118.007,365913,4,electro
2017-09-15,True,1,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,rap
2021-11-11,False,75,0.871,0.825,11,-3.945,0,0.118,0.432,3.58e-05,0.147,0.894,95.973,188087,4,latin
1987-07-22,False,0,0.799,0.279,0,-20.734,1,0.283,0.0753,0.0,0.0826,0.671,88.226,322733,4,hip hop
2008-01-28,False,45,0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318,273427,4,pop
2020-03-11,True,65,0.764,0.774,5,-2.871,0,0.202,0.0178,0.0,0.113,0.597,149.952,168980,4,latin
2006-05-02,True,46,0.759,0.826,11,-3.519,0,0.155,0.122,0.0,0.0905,0.789,97.994,240627,4,hip hop
2016-05-30,False,0,0.836,0.799,6,-7.796,1,0.0559,0.0221,0.641,0.313,0.521,121.01,164628,4,dance
2009-07-22,False,0,0.323,0.528,10,-10.796,0,0.0368,0.11,0.00452,0.102,0.0661,168.982,359747,4,pop
2014-09-22,False,25,0.713,0.819,5,-2.54,0,0.155,0.00693,0.673,0.137,0.552,128.001,297656,4,pop
1995-10-24,False,0,0.277,0.644,6,-10.085,1,0.0338,3.38e-05,0.776,0.208,0.177,148.868,254707,4,metal
2018-06-15,False,51,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,193321,4,edm
2017-08-07,False,5,0.742,0.751,6,-8.276,0,0.0321,0.0985,0.329,0.761,0.821,128.01,383396,4,techno
2013-01-07,False,0,0.441,0.695,5,-7.005,1,0.0264,0.0149,0.00194,0.236,0.485,149.74,222280,4,chanson
1987-02-10,False,0,0.787,0.718,11,-13.851,1,0.15,0.262,0.0,0.0901,0.655,100.889,281067,4,hip hop
2008-01-01,False,9,0.332,0.475,2,-9.587,1,0.033,0.673,0.307,0.211,0.256,93.294,224627,4,pop
2018-02-23,True,61,0.697,0.521,5,-6.519,1,0.031,0.243,0.0,0.189,0.331,91.998,208486,4,pop
1973,False,63,0.588,0.58,2,-11.648,1,0.0275,0.319,3.74e-06,0.2,0.774,145.37,240107,4,rock
2008-01-01,False,62,0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493,4,rock
2003-01-01,False,0,0.878,0.537,5,-7.836,1,0.0588,0.296,0.00189,0.0812,0.718,119.754,236053,4,rock
2012-01-01,False,47,0.708,0.897,6,-5.216,1,0.0466,0.00104,5.78e-06,0.141,0.886,130.064,144733,4,pop
1990,False,66,0.462,0.628,7,-5.659,1,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760,4,rock
2016-05-13,False,0,0.692,0.994,7,-4.405,1,0.165,0.00434,0.609,0.364,0.396,128.006,217500,4,edm
1998-01-01,False,56,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,217733,4,disco
2016-10-31,True,63,0.732,0.772,2,-6.142,0,0.267,0.194,1.54e-06,0.242,0.493,123.009,230920,4,hip hop
2018-03-09,False,42,0.27,0.159,2,-13.966,1,0.0319,0.919,0.559,0.0745,0.0619,77.331,187370,4,folk
1979-06-01,False,6,0.542,0.732,3,-6.682,1,0.0372,0.495,3.09e-06,0.289,0.823,115.821,262253,4,jazz
1975-11-10,False,0,0.528,0.323,4,-17.112,0,0.0277,0.0118,0.0123,0.113,0.517,113.59,451840,4,rock
2020-09-27,False,11,0.465,0.932,10,-7.955,0,0.062,0.529,0.757,0.181,0.0351,140.025,412429,4,techno
2017-08-04,True,42,0.87,0.702,11,-4.728,1,0.259,0.0735,0.0,0.12,0.597,155.061,162893,4,hip hop
2012-10-09,False,70,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432,4,pop
2007-01-01,False,23,0.717,0.667,9,-5.851,0,0.0326,0.578,0.000936,0.111,0.916,115.077,174760,4,rock
2008-07-21,False,36,0.396,0.89,2,-5.973,1,0.046,0.193,0.000773,0.0804,0.937,172.604,299587,4,latin
1965,False,0,0.496,0.388,8,-14.177,1,0.0382,0.787,0.939,0.167,0.694,81.772,185453,4,jazz
2021-11-25,False,81,0.557,0.7,7,-5.024,1,0.0638,0.115,1.11e-06,0.161,0.681,93.9,171001,4,latin
2021-04-02,True,76,0.805,0.637,6,-6.515,1,0.0869,0.228,0.0,0.071,0.678,140.045,179427,4,hip hop
2016-10-24,False,0,0.757,0.882,11,-4.827,0,0.0445,0.00484,0.33,0.21,0.434,127.005,192756,4,disco
2021-04-16,False,45,0.555,0.702,6,-7.658,1,0.054,0.387,0.223,0.188,0.475,98.035,199996,4,pop
2020-03-06,True,68,0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117,195692,4,rap
2015-10-09,False,35,0.362,0.0158,0,-33.777,1,0.0406,0.993,0.934,0.108,0.331,70.859,91867,3,classical
2017-10-13,False,75,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863,4,folk
2013-07-19,False,12,0.729,0.644,2,-6.196,1,0.0482,0.0547,0.0148,0.108,0.146,128.009,268594,4,edm
1994-07-01,False,71,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587,4,rock
2021-09-24,True,77,0.825,0.366,1,-6.973,0,0.0614,0.624,1.87e-06,0.0575,0.75,94.032,117447,4,hip hop
2018-08-24,False,41,0.771,0.849,8,-4.078,1,0.169,0.0707,0.0,0.585,0.52,129.973,191908,4,edm
1968-07-01,False,69,0.438,0.349,4,-15.569,1,0.038,0.338,5.7e-05,0.417,0.683,124.984,163587,4,rock
2020-01-17,True,29,0.897,0.546,9,-7.699,1,0.163,0.165,3.07e-06,0.107,0.213,100.005,186733,4,hip hop
2009-08-28,False,33,0.736,0.69,5,-4.102,0,0.0424,0.237,0.0,0.113,0.699,134.961,240443,4,reggae
2021-08-20,False,55,0.537,0.91,1,-5.253,0,0.0817,0.000782,1.03e-05,0.102,0.251,128.049,158000,4,dance
2004-11-15,False,23,0.446,0.611,11,-10.1,0,0.0497,0.255,0.0659,0.149,0.219,107.4,247600,4,rock
2018-11-23,False,21,0.504,0.99,10,-2.206,0,0.387,0.0011,0.00955,0.151,0.106,74.882,134400,4,edm
2018-10-17,False,58,0.354,0.206,0,-11.799,1,0.0365,0.779,0.00021,0.0959,0.202,139.056,259559,4,pop
2017-03-10,True,0,0.666,0.979,7,-1.117,0,0.232,0.00232,0.00024,0.368,0.404,144.924,233379,4,edm
2020-08-28,False,3,0.646,0.621,10,-6.297,1,0.0412,0.758,7.97e-06,0.0891,0.902,107.747,152720,4,jazz
2015-08-14,True,0,0.669,0.521,7,-8.732,1,0.0366,0.236,0.0,0.0802,0.327,130.071,255173,4,rap
2011-11-08,False,0,0.306,0.25,3,-12.989,1,0.0406,0.418,0.525,0.0478,0.286,117.312,277813,3,pop
2021-09-01,False,40,0.234,0.385,9,-10.729,1,0.0359,0.711,0.00271,0.158,0.0772,117.9,182422,3,pop
2013-07-23,False,32,0.707,0.477,2,-10.472,0,0.0683,0.206,0.902,0.109,0.0393,139.047,196194,4,r&b
1975-01-01,False,38,0.637,0.624,0,-17.81,1,0.0622,0.0401,0.51,0.0627,0.747,110.278,253684,4,disco
1971,False,45,0.388,0.276,5,-17.168,1,0.0374,0.939,0.915,0.0784,0.191,92.415,461493,4,jazz
1964-07-10,False,0,0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,139467,4,rock
2014-02-07,False,7,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133,4,hip hop
2021-04-22,True,78,0.883,0.674,11,-8.043,0,0.357,0.21,0.0,0.0678,0.73,141.02,278085,4,rap
2009-01-27,False,0,0.573,0.85,2,-7.239,1,0.0544,0.0289,0.0,0.0676,0.938,92.877,252027,4,jazz
2021-04-02,True,53,0.779,0.56,11,-8.245,1,0.1,0.0526,0.0,0.428,0.554,101.465,131084,4,rap
2008-03-14,True,0,0.586,0.967,11,-4.894,1,0.236,0.015,1.61e-05,0.17,0.476,103.537,207413,4,metal
2021-02-04,True,17,0.754,0.566,1,-8.194,1,0.247,0.055,6.84e-06,0.108,0.546,87.029,222507,4,hip hop
1997-05-20,False,0,0.405,0.962,4,-4.81,1,0.0766,2.99e-05,5.11e-05,0.124,0.703,174.098,231160,4,metal
2020-10-15,False,48,0.798,0.592,6,-5.967,0,0.214,0.0326,2.57e-05,0.0658,0.271,136.911,210184,4,r&b
2017-05-19,False,31,0.711,0.793,5,-5.757,0,0.0418,0.0065,0.000137,0.139,0.206,144.005,228407,4,edm
2019-05-01,False,24,0.688,0.947,7,-4.597,1,0.144,0.0539,1.42e-06,0.371,0.735,99.91,210147,4,pop
2016-10-21,False,79,0.666,0.423,0,-8.012,1,0.043,0.494,0.0,0.106,0.154,129.89,205280,4,pop
1980-06-01,False,69,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,208453,4,rock
2008,False,0,0.741,0.757,11,-6.997,0,0.0435,0.0426,0.0112,0.107,0.566,127.981,200280,4,edm
2005-03-14,False,52,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09e-05,0.0991,0.633,127.498,284280,4,electro
2018-04-06,True,74,0.837,0.549,0,-5.722,1,0.167,0.17,0.0,0.057,0.209,121.954,188524,4,pop
2007-01-01,False,51,0.448,0.949,1,-2.57,1,0.0854,0.00136,5.59e-06,0.017,0.863,162.889,171960,4,rock
2006,False,0,0.508,0.921,11,-2.807,0,0.0314,0.0218,0.00118,0.499,0.635,92.457,218787,4,rock
1975-09-12,False,0,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,4,rock
2021-11-19,False,20,0.952,0.348,11,-12.612,0,0.15,0.341,0.787,0.0831,0.0398,119.93,184000,4,r&b
1982-08,False,0,0.466,0.615,0,-9.102,1,0.0492,0.413,0.0,0.343,0.812,108.016,273720,4,pop
1992-10-22,False,0,0.675,0.588,9,-11.055,0,0.0285,0.149,3.75e-05,0.136,0.88,141.837,401040,4,folk
2020-02-05,False,0,0.729,0.853,11,-5.067,1,0.049,0.62,0.0,0.0598,0.966,114.995,235309,4,pop
1998-09-29,True,29,0.691,0.845,11,-7.89,1,0.261,0.0213,0.0,0.242,0.65,92.566,258640,4,hip hop
2006-04-10,False,11,0.651,0.788,3,-5.667,1,0.0751,0.0588,0.0103,0.0606,0.962,166.633,264400,4,jazz
2007-03-21,False,0,0.836,0.183,8,-19.989,1,0.0661,0.898,0.00474,0.295,0.927,123.804,150200,4,chanson
2010-01-01,False,0,0.413,0.565,9,-7.2,0,0.0288,0.0359,0.768,0.139,0.341,123.044,261507,4,rock
2017-10-19,True,60,0.823,0.419,10,-10.358,0,0.165,0.416,0.0,0.105,0.277,119.958,187453,4,rap
2021-02-28,False,62,0.911,0.669,1,-6.701,1,0.13,0.0319,0.0005,0.125,0.673,136.989,226387,4,latin
2012-01-01,False,51,0.597,0.267,2,-8.796,1,0.0309,0.793,0.0014,0.111,0.246,75.535,236720,4,folk
1967,False,0,0.534,0.7,2,-7.256,1,0.0522,0.723,0.000542,0.0601,0.879,113.511,293907,4,latin
1995-06-20,False,0,0.325,0.601,2,-9.901,1,0.0363,0.0795,0.0,0.0883,0.106,134.225,326000,4,rock
2010-01-01,False,0,0.623,0.636,1,-8.982,1,0.0383,0.0934,0.00344,0.319,0.882,90.635,240280,4,reggae
2015-06-01,False,54,0.53,0.284,2,-8.126,1,0.0351,0.392,8.11e-05,0.183,0.121,123.883,215667,4,electro
2017-08-24,True,51,0.615,0.532,0,-7.518,0,0.395,0.0141,0.0,0.133,0.46,149.994,188387,4,hip hop
2013-09-13,True,67,0.801,0.951,7,-3.383,1,0.306,0.0503,0.0,0.163,0.582,95.06,214747,4,rap
1994-11-19,False,12,0.518,0.639,11,-9.792,1,0.0381,0.0466,0.198,0.0741,0.352,102.885,351867,4,dance
2006-01-01,False,77,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693,4,dance
1978-01-01,False,62,0.886,0.522,7,-7.971,1,0.173,0.0477,0.00108,0.207,0.79,82.439,229160,4,reggae
2015-03-02,False,0,0.733,0.774,4,-6.716,0,0.0472,0.0131,0.162,0.0987,0.622,124.002,283063,4,electro
2021-03-19,False,55,0.611,0.88,5,-5.402,0,0.0326,0.0492,0.572,0.211,0.293,125.996,181417,4,pop
2010-10-12,True,66,0.796,0.543,1,-7.994,1,0.164,0.0486,0.00584,0.124,0.784,91.212,235213,4,hip hop
2008-01-01,False,0,0.849,0.838,11,-4.646,0,0.165,0.00143,0.798,0.0865,0.88,126.042,261010,4,electro
1995,False,21,0.681,0.677,2,-7.238,1,0.5,0.0792,0.0,0.179,0.588,176.057,209600,4,hip hop
2018-10-19,False,66,0.928,0.526,5,-6.486,0,0.161,0.0969,0.263,0.153,0.753,109.958,214640,4,rock
2019-05-03,False,35,0.642,0.394,0,-10.256,1,0.0343,0.669,0.0639,0.0881,0.106,109.97,234333,4,pop
2021-06-04,False,58,0.563,0.83,0,-5.984,0,0.0339,0.014,8.16e-05,0.121,0.146,128.04,170625,4,edm
2018-04-20,True,58,0.715,0.652,6,-7.909,0,0.396,0.101,0.0,0.11,0.498,109.28,257646,5,hip hop
2015-01-20,True,68,0.706,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,139.982,214726,4,pop
2014-03-31,False,7,0.403,0.714,0,-5.086,1,0.0422,0.0204,0.215,0.0927,0.0438,175.908,217427,4,electro
2021-12-03,False,39,0.624,0.957,6,-4.026,0,0.0834,0.00112,0.00273,0.27,0.064,128.096,196904,4,electro
2015-08-13,True,44,0.542,0.717,5,-7.478,1,0.0791,0.000116,0.484,0.171,0.299,137.867,237533,4,hip hop
2012-02-23,False,46,0.282,0.247,7,-11.838,1,0.0305,0.839,0.0,0.144,0.255,112.146,216613,5,soul
2018-03-09,True,52,0.675,0.675,0,-7.527,1,0.283,0.0826,0.0,0.12,0.622,173.922,154373,4,hip hop
2010-10-05,False,77,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109,4,pop
2007-02-23,False,16,0.683,0.327,7,-9.381,1,0.0429,0.601,0.0,0.0989,0.453,106.639,127098,3,pop
2004,False,1,0.588,0.457,7,-11.762,1,0.0362,0.555,0.0,0.106,0.454,123.806,211427,4,punk
1989-01-01,False,0,0.766,0.47,7,-13.501,1,0.0322,0.0424,3.81e-06,0.242,0.963,114.011,175733,4,rock
2015-02-17,True,31,0.609,0.901,9,-4.041,1,0.164,0.0133,1.25e-06,0.254,0.52,150.049,237987,4,edm
2018-11-30,False,31,0.406,0.234,2,-12.353,1,0.0286,0.801,0.114,0.188,0.163,110.395,250493,4,jazz
2005-07-27,False,0,0.649,0.524,0,-13.206,1,0.0589,0.568,0.0,0.147,0.742,94.852,333867,4,jazz
2015-02-14,True,49,0.511,0.399,1,-10.048,0,0.093,0.367,0.0,0.113,0.394,137.023,185693,4,pop
2018-01-12,False,45,0.735,0.92,2,-3.036,1,0.051,0.000634,0.186,0.394,0.453,150.0,203600,4,electro
2008-07-25,False,45,0.767,0.837,4,-4.439,1,0.0352,0.011,0.000761,0.121,0.855,126.993,228253,4,dance
1979,False,29,0.375,0.795,2,-8.075,1,0.0764,0.000108,0.00103,0.332,0.963,130.675,58893,4,punk
2019-09-06,True,71,0.746,0.559,5,-4.008,1,0.0316,0.703,0.0,0.148,0.368,117.943,200680,4,rap
1979,False,0,0.57,0.647,7,-10.458,1,0.194,0.0343,8.47e-06,0.163,0.423,126.101,202533,4,rock
2009,False,47,0.642,0.715,0,-5.364,1,0.0898,0.338,0.0,0.167,0.65,151.955,218640,4,reggae
1979-01-01,False,59,0.147,0.165,3,-19.898,1,0.037,0.861,0.478,0.129,0.159,143.528,356867,3,classical
2018-10-05,False,78,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,324467,4,rock
2021-03-29,False,51,0.515,0.899,11,-5.2,1,0.196,7.95e-05,0.547,0.085,0.111,173.974,266897,4,electro
1994-05-23,False,33,0.456,0.407,1,-11.425,1,0.0301,0.749,0.000188,0.625,0.773,150.528,141400,4,pop
2007-04-22,False,0,0.476,0.844,7,-5.253,1,0.0431,1.81e-05,0.00196,0.272,0.658,155.322,191680,4,rock
2016-12-19,False,28,0.726,0.972,1,-3.615,1,0.119,0.00326,0.502,0.346,0.168,128.005,217500,4,edm
2005-01-12,False,0,0.667,0.699,9,-6.19,1,0.0353,0.913,0.113,0.0946,0.924,111.926,126293,4,rock
2000-12-19,False,9,0.386,0.891,1,-7.315,0,0.0706,0.326,0.691,0.144,0.551,104.643,166713,4,punk
2014-11-15,False,44,0.592,0.59,1,-9.123,1,0.046,0.606,0.0,0.288,0.649,120.549,180427,4,chanson
2009-01-01,False,1,0.578,0.938,4,-5.814,0,0.0862,0.0341,1.59e-06,0.1,0.724,127.746,341253,4,rock
2003-01-01,False,65,0.69,0.767,11,-3.411,0,0.14,0.0207,0.0,0.131,0.668,187.993,260013,4,soul
2005-01-01,False,0,0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,200560,4,rock
2009-08-18,False,56,0.697,0.688,6,-4.551,1,0.0362,0.29,0.0,0.308,0.666,121.962,199920,4,pop
2012-01-01,True,49,0.811,0.84,7,-5.792,1,0.255,0.000492,0.00381,0.0647,0.517,99.876,186000,4,hip hop
1979-08-17,False,63,0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24e-06,0.0741,0.773,149.97,253800,4,rock
2012-10-02,False,51,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4,pop
2019-02-25,True,0,0.637,0.512,2,-10.027,1,0.0978,0.59,0.000464,0.0712,0.33,109.492,179027,5,r&b
1990-01-01,False,56,0.801,0.529,1,-14.875,1,0.0962,0.0406,0.000609,0.0936,0.721,106.965,209067,4,rap
2007-10-30,False,55,0.7,0.815,7,-9.711,0,0.044,0.00115,0.00124,0.0901,0.837,113.245,375400,4,pop
2019-05-17,True,45,0.627,0.524,8,-6.48,1,0.0412,0.0937,0.0,0.357,0.589,82.04,147094,4,rap
1973-03-16,False,0,0.322,0.265,2,-13.398,1,0.0302,0.0726,0.34,0.366,0.207,133.577,226667,4,rock
2021-12-03,True,77,0.547,0.619,3,-6.485,0,0.132,0.0951,2.62e-06,0.0716,0.519,76.285,233070,4,rap
2018-03-02,False,0,0.48,0.31,9,-7.887,1,0.0258,0.312,1.47e-05,0.113,0.16,86.149,391829,4,pop
2017-01-19,False,29,0.661,0.918,0,-4.679,1,0.0454,0.0489,0.00122,0.109,0.955,152.082,183747,4,country
2010-03-26,False,0,0.634,0.692,1,-5.646,0,0.0997,0.00586,0.000116,0.0726,0.0839,140.029,236931,4,dance
2017-10-13,False,23,0.601,0.562,10,-6.069,1,0.0689,0.0782,3.29e-06,0.251,0.434,149.165,191786,4,edm
2020-02-07,True,78,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4,rap
1985-02-04,False,48,0.471,0.758,7,-8.308,0,0.0401,0.0317,0.514,0.199,0.558,125.791,408827,4,rock
2012-01-01,False,56,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867,4,pop
2016-11-11,False,46,0.473,0.591,9,-5.111,1,0.0281,0.194,1.19e-06,0.141,0.319,106.949,211213,3,country
2018-06-15,True,77,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,4,pop
1995-01-01,False,29,0.302,0.859,1,-9.645,0,0.071,4e-06,0.0972,0.138,0.404,147.182,164067,4,punk
2017-01-13,False,1,0.752,0.543,1,-9.483,1,0.0398,0.623,0.0706,0.107,0.282,126.001,233280,4,pop
2019-01-11,True,51,0.795,0.819,10,-4.859,0,0.112,0.0879,2.89e-06,0.0729,0.57,116.006,285635,4,hip hop
2019-04-05,False,37,0.324,0.654,4,-6.21,1,0.283,0.00395,0.000192,0.408,0.632,176.606,273105,4,edm
2016-11-28,False,0,0.735,0.953,1,-4.459,1,0.0453,0.00287,0.721,0.595,0.481,125.013,169049,4,edm
1964-10-02,False,73,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,rock
1984-02-20,False,76,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920,4,rock
2021-07-22,True,64,0.622,0.49,9,-8.217,0,0.589,0.708,0.000192,0.134,0.268,179.659,340000,1,hip hop
2013-05-14,True,0,0.426,0.842,10,-22.365,0,0.886,0.878,1.4e-06,0.917,0.0316,172.879,93827,4,hip hop
2012-04-17,False,58,0.329,0.509,11,-6.607,1,0.0333,0.374,0.0,0.12,0.227,127.119,276187,3,rock
2011-08-09,False,10,0.487,0.876,5,-4.561,0,0.304,0.00195,0.0891,0.422,0.348,175.346,254400,4,edm
2014-10-28,False,0,0.608,0.593,9,-8.256,0,0.0733,0.00511,0.0316,0.0985,0.412,150.016,219098,4,pop
2013-07-22,False,0,0.692,0.967,9,-4.591,0,0.127,0.00132,0.000367,0.16,0.0769,128.978,314867,4,pop
2020-12-30,False,32,0.59,0.972,1,-8.069,1,0.0733,0.000117,0.755,0.53,0.405,142.014,373047,4,techno
2004,False,53,0.501,0.528,1,-5.835,0,0.0255,0.234,0.00479,0.156,0.726,84.107,194080,4,rock
2020-04-10,True,64,0.709,0.562,11,-10.326,1,0.116,0.048,0.0,0.207,0.265,88.027,169763,4,hip hop
2021-10-27,False,45,0.86,0.547,4,-8.418,1,0.0369,0.464,0.00258,0.339,0.954,115.015,155560,4,r&b
1971-11-08,False,0,0.421,0.54,4,-13.291,0,0.0362,0.634,0.00151,0.062,0.342,146.733,351667,4,rock
2017-11-03,False,38,0.574,0.632,3,-6.793,1,0.0278,0.203,0.0014,0.0957,0.327,131.982,191640,4,country
2007-02-08,True,17,0.603,0.696,4,-6.2,1,0.0336,0.00323,0.0876,0.106,0.169,138.003,344200,4,dance
2019-08-13,False,32,0.489,0.838,7,-8.591,1,0.0887,0.0167,0.903,0.165,0.0396,178.414,382481,4,electro
1967-11-27,False,0,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038,180893,4,rock
2004-06-10,False,50,0.63,0.662,5,-5.67,1,0.047,0.495,0.0,0.148,0.726,124.753,197387,4,chanson
2022-01-01,True,20,0.805,0.518,1,-8.307,1,0.152,0.218,0.0,0.214,0.239,126.07,187220,4,rap
1999-10-05,False,48,0.466,0.688,6,-7.122,0,0.0312,0.00618,0.000148,0.186,0.264,96.239,236600,4,chanson
1978,False,0,0.837,0.455,5,-15.326,1,0.0354,0.0296,0.589,0.0398,0.922,114.762,307293,4,disco
2013-10-29,False,0,0.325,0.411,11,-9.751,0,0.11,0.707,0.0756,0.104,0.255,81.827,254573,4,hip hop
2016-10-21,False,61,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03,138843,4,edm
2018-04-27,True,70,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,206267,4,rap
1983-02-28,False,0,0.543,0.936,6,-8.85,1,0.0505,0.378,0.000662,0.0446,0.752,101.678,276573,4,rock
1965-07-19,False,25,0.644,0.642,7,-10.007,1,0.0433,0.448,3.84e-05,0.305,0.659,82.454,109747,4,rock
1984,False,0,0.653,0.698,2,-8.549,0,0.028,0.174,0.00723,0.0711,0.763,97.02,277053,4,pop
2018-03-02,False,37,0.714,0.496,3,-12.179,0,0.0489,0.325,0.462,0.622,0.937,155.989,261493,4,pop
2017-05-19,False,36,0.628,0.481,2,-4.507,1,0.105,0.00142,0.000174,0.49,0.387,85.024,160067,4,edm
2020-09-24,False,12,0.631,0.857,11,-10.408,0,0.0448,0.0145,0.81,0.131,0.151,145.988,307075,4,techno
2014-03-25,True,0,0.932,0.442,11,-8.434,0,0.169,0.1,0.0,0.122,0.603,95.001,137947,4,pop
2011-06-06,False,0,0.8,0.78,5,-5.346,1,0.0847,0.00654,0.506,0.0494,0.214,129.988,395721,4,pop
1982,False,29,0.0994,0.97,0,-2.717,0,0.135,0.000434,0.0,0.462,0.162,166.38,120560,4,punk
2010-08-31,False,51,0.735,0.716,6,-5.023,0,0.0499,0.0161,4.98e-06,0.0769,0.497,127.978,237880,4,pop
2020-02-21,False,50,0.377,0.0105,6,-32.994,1,0.0426,0.994,0.895,0.0638,0.0996,76.055,143806,3,classical
2019-01-07,False,63,0.819,0.802,5,-7.214,0,0.121,0.00414,0.897,0.125,0.131,124.028,184355,4,edm
2007-07-30,False,0,0.57,0.6,11,-10.392,0,0.269,0.00851,0.000503,0.262,0.532,153.178,457440,4,reggae
