artist_name,track_name,release_date,genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Jimmy Ross,First True Love Affair - Larry Levan Remix,1981-12-20,"['deep disco', 'post-disco']",False,39,0.819,0.615,9,-9.957,0,0.0717,0.0317,0.25,0.0777,0.877,118.198,7joFZr4bgXEGyKOqswLpGd,427433,4
AJ Tracey,Floss (feat. MoStack & Not3s),2019-10-25,"['grime', 'uk hip hop', 'ukg revival']",True,51,0.827,0.486,1,-10.023,1,0.367,0.0272,0.0,0.0502,0.3,104.92,0LjXPuuttcYpND3IxAFww1,182280,4
Rich The Kid,That's Tuff (feat. Quavo),2019-12-06,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",True,0,0.903,0.636,10,-4.313,0,0.205,0.635,0.0,0.0866,0.308,137.993,3JERoo6pokCgQ81z79Jpmo,154000,4
Fleetwood Mac,Don't Stop - 2004 Remaster,1977-02-04,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,65,0.672,0.72,9,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,3CPeWqqaHR0hmyfsWhMJQs,193347,4
The Kid LAROI,ALWAYS DO,2020-11-06,['australian hip hop'],True,75,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827,3QCU8BT0zDS9LPVfEhRFEE,151705,4
Rowan Hutsch,A Love (Like Yours),2021-10-22,[],False,52,0.747,0.663,0,-9.69,0,0.0323,0.0044,0.525,0.114,0.676,120.005,1muPGFPeXv874v9w3eyNAu,164500,4
Andy Kirk & His Clouds Of Joy,Until The Real Thing Comes Along,2005-06-21,[],False,4,0.455,0.0612,7,-19.562,0,0.0556,0.992,0.0462,0.0965,0.253,95.635,5FZVOoEb7LUmeN3qGyLuvD,184053,4
Nas,Replace Me (feat. Big Sean & Don Toliver),2020-08-21,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",True,58,0.674,0.782,2,-2.512,1,0.101,0.172,0.0,0.86,0.694,84.927,1uJ5X7MrxTr21lG5ssm5fT,170814,4
PARTYNEXTDOOR,Come and See Me (feat. Drake),2016-03-23,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",False,53,0.807,0.346,2,-10.275,1,0.0613,0.0538,2.55e-06,0.087,0.0608,84.98,5KdhJG3BXUmLoO4JdycCPw,235477,4
Téléphone,Ça c'est vraiment toi,2000-11-24,['french rock'],False,41,0.654,0.745,9,-11.095,1,0.0383,0.078,3.5e-05,0.384,0.936,139.454,7hniQwujjTc2YdM0nj2Ncu,267840,4
Justin Bieber,Ghost,2021-03-19,"['canadian pop', 'pop']",False,86,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,5dPz35akJjPqb17yeqNwqH,153190,4
Sister Sledge,We Are Family,1979-02-15,"['dance pop', 'disco', 'philly soul', 'post-disco', 'quiet storm', 'soul']",False,74,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,5IKLwqBQG6KU6MP2zP80Nu,216733,4
Protoje,Kingston Be Wise,2013-02-12,"['dancehall', 'modern reggae']",False,52,0.782,0.744,7,-6.164,1,0.0806,0.0552,1.42e-05,0.701,0.7,81.067,0qbouIdcN4lrj49jem7TEz,251204,4
Passion Coco,Playa Tropical,2017-03-03,['rennes indie'],False,42,0.607,0.452,4,-7.845,0,0.0699,0.654,0.292,0.111,0.892,112.744,1GoIHV2hLdDGwtgn1VC3EX,247600,4
Daymé Arocena,La Rumba Me Llamo Yo,2017-03-10,"['cuban alternative', 'jazz cubano', 'latin jazz']",False,0,0.777,0.708,7,-6.83,0,0.0591,0.297,0.0518,0.29,0.678,121.989,7cc9UE2A6RUt72KT7Blvcl,264027,4
Nine Inch Nails,March Of The Pigs,1994-03-08,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rock']",True,47,0.503,0.903,2,-7.427,1,0.0527,0.0218,0.197,0.0861,0.0586,134.462,56NATwQKP7m64hFLFlKzXe,178493,1
XTC,Senses Working Overtime - Remastered,1982-02-12,"['alternative rock', 'art punk', 'art rock', 'beatlesque', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'power pop', 'pub rock', 'zolo']",False,54,0.68,0.665,0,-11.886,1,0.0355,0.0289,0.0289,0.659,0.862,129.899,0XDv7SLyMkGcAnb12fMHa1,290667,4
Charlie Parker,Ornithology - Live,2020-08-28,"['bebop', 'big band', 'cool jazz', 'jazz', 'jazz fusion', 'jazz saxophone', 'vocal jazz']",False,10,0.611,0.382,2,-13.504,1,0.0499,0.9,0.131,0.136,0.693,117.005,5aKGFjlnFxyI0LYbHYa0OS,264613,4
Monolink,Gnossienne No. 1 - Monolink Nostalgia Remix (FRAGMENTS / Erik Satie),2021-10-29,['livetronica'],False,49,0.82,0.59,1,-10.078,1,0.0369,0.139,0.857,0.114,0.289,113.004,27DGCVaE1yetd85bbWWrDA,336886,4
Paul Denton,Beneath The Stars - Sneijder Extended Remix,2021-02-26,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",False,15,0.439,0.993,2,-4.742,1,0.0562,2.66e-05,0.425,0.671,0.109,138.001,4Ewc5rWarjtXaKHzEj6d0z,459130,4
PEEKABOO,NOSEBLEED,2021-12-03,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap']",False,50,0.562,0.934,1,-3.022,1,0.0478,0.122,0.00131,0.384,0.0734,140.026,6qxOL5Opjw8rVp3xMsR9os,226286,4
Bluttat,Nötigung,1982,[],True,9,0.457,0.73,9,-7.635,0,0.0341,0.037,0.000202,0.239,0.384,86.005,4k5RIDVIgWAbihJscqvSY0,151001,4
Wu-Tang Clan,If Time Is Money (Fly Navigation) [feat. Method Man],2017-10-13,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",True,0,0.704,0.727,4,-5.341,0,0.127,0.0513,5.49e-06,0.24,0.597,78.023,2yZp0a4buLcNHCw4NAjwqh,233847,4
Chipzel,Disco Descent - Chipzel's 1-1 Remix,2017-08-22,"['chiptune', 'speedrun']",False,26,0.631,0.91,9,-4.478,0,0.0518,0.00233,0.557,0.0258,0.353,115.012,5cY0YfIqZD4wWlOB5GfF6P,179478,4
Mightyfools,Gz And Hustlas,2016-08-26,"['electro house', 'fidget house']",False,0,0.766,0.978,4,-5.478,1,0.22,0.0118,0.000267,0.203,0.545,127.938,20TTg1l5VPqGHEUDHaJHDe,181875,4
Joni Mitchell,Big Yellow Taxi,1970-03-01,"['canadian singer-songwriter', 'folk', 'folk rock', 'indie r&b', 'lilith', 'mellow gold', 'singer-songwriter']",False,71,0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,6UkMcAA19lTdjs22jtB7o2,134800,4
Rxalu Loaded,Lemon Pepper,2022-01-07,[],True,42,0.862,0.692,0,-6.359,0,0.098,0.28,0.0,0.11,0.495,113.042,6Pl5udKp5kVc5zZn1q5hLO,146859,4
Danny Ocean,Me Rehúso,2016-09-16,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",False,1,0.746,0.794,1,-6.331,1,0.0698,0.0258,0.0,0.0497,0.447,104.827,6Zosz8w6CmdGMZM6p4JlbQ,205741,4
BROHUG,Ambush,2017-11-24,"['bass house', 'edm', 'electro house', 'electronic trap', 'house']",False,23,0.816,0.943,11,-4.418,0,0.217,0.0176,0.572,0.0614,0.239,127.971,1ok4ZxYU2ryjwXCthOPxmE,185710,4
Caligola,My Sister Rising,2012-01-01,[],False,0,0.847,0.614,9,-5.229,1,0.0584,0.00201,0.000723,0.0196,0.927,125.031,3eFkuKx2vSXuY9JQTRPDKE,248440,4
Remote,Alcyone - Original Mix,2013-12-16,[],False,1,0.926,0.616,5,-9.497,0,0.193,0.053,0.823,0.178,0.255,121.008,6kT1Abm3aa64502XN7XhQb,488474,4
Jason Derulo,Don't Wanna Go Home,2011-05-20,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",False,32,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,4jx64GUcjOIKl6Rdc0gXRB,206080,4
21 Savage,Dip Dip,2016-05-16,"['atl hip hop', 'rap', 'trap']",True,56,0.726,0.597,7,-8.574,1,0.145,0.128,0.0326,0.131,0.367,83.021,3xAXYCtd98G5G0SSJAHtqd,151615,4
Young Pappy,Two Cups,2017-12-08,"['chicago drill', 'chicago rap', 'drill']",True,48,0.775,0.813,1,-3.709,1,0.342,0.311,0.0,0.163,0.455,106.074,5uwYpBUaBREO4oK2oCVLUN,172187,4
The Road Hammers,Mud,2014,"['canadian contemporary country', 'canadian country', 'country road']",False,1,0.61,0.882,0,-5.751,1,0.0557,0.0112,7.84e-05,0.0628,0.662,96.032,5fPoRsCX1DmTC9YxGjYbrV,180707,4
Post Malone,Psycho (feat. Ty Dolla $ign),2018-02-23,"['dfw rap', 'melodic rap', 'rap']",True,0,0.748,0.546,8,-8.134,1,0.106,0.59,0.0,0.112,0.413,140.005,7wrDRQgHlvDnimrRHfQZxt,220880,4
Teenage Head,Top Down,1979-01-01,"['canadian punk', 'classic canadian rock']",False,18,0.228,0.959,7,-4.505,1,0.16,0.00908,0.000723,0.517,0.595,190.083,1EdIg8KVSgbY4t0X3k820X,122453,4
The Marshall Project,Lay It All on Me Now,2017-09-27,[],False,32,0.708,0.789,5,-6.494,1,0.0263,0.0108,6.93e-05,0.106,0.558,128.008,6WN0qq4rMrYcQqGKETgS19,215223,4
Maya Jane Coles,What They Say,2011,"['deep disco house', 'deep house', 'electra', 'electronica', 'house', 'microhouse', 'minimal tech house', 'uk house']",False,28,0.759,0.819,10,-9.458,0,0.0466,0.00226,0.743,0.107,0.68,124.973,4HDvYterNyt21U22DoZu7S,369502,4
Jelly Roll Morton,Mr Jelly Lord,1999-01-01,"['big band', 'boogie-woogie', 'dixieland', 'harlem renaissance', 'jazz piano', 'louisiana blues', 'new orleans blues', 'new orleans jazz', 'ragtime', 'stride', 'swing', 'vintage jazz']",False,0,0.73,0.0882,5,-21.504,0,0.075,0.977,0.0248,0.317,0.751,93.781,0V8La6brxyXBG9JiiOkXDO,176787,4
La Roux,In For The Kill - Skrillex Remix,2009,"['alternative dance', 'art pop', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']",False,47,0.487,0.689,8,-5.624,0,0.0854,0.0641,1.54e-05,0.349,0.493,144.955,1oS15s7e3o4fJxpg9UR9ns,311147,4
Sigala,Wish You Well,2019-05-24,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",False,67,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.975,1yAPglN5AGf7UoLK062ZYq,205653,4
Lady Gaga,Poker Face,2008-01-01,"['art pop', 'dance pop', 'pop']",False,80,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,1QV6tiMFM6fSOKOGLMHYYg,237200,4
Wabie,That's What Everybody Said,2021-10-08,['bedroom pop'],False,52,0.621,0.673,10,-8.648,1,0.0301,0.235,0.116,0.182,0.118,120.053,4sp2EycL8CwmVklKhqUjpR,190000,4
Peg Parnevik,My Name,2021-10-01,['swedish pop'],False,42,0.769,0.305,7,-13.841,0,0.203,0.381,0.000468,0.137,0.498,92.951,382xlBIkKxzIhpOobszUCE,134687,4
Shenandoah,Two Dozen Roses,1996-01-01,"['country', 'country road', 'country rock']",False,64,0.687,0.648,4,-9.137,1,0.027,0.314,1.37e-06,0.289,0.6,121.341,0e05wFNr6zg1ULcp4NKs1p,204333,4
The Mighty Lemon Drops,Like An Angel,1997,"['c86', 'new wave']",False,0,0.332,0.8,1,-9.746,1,0.0326,0.000368,0.0016,0.085,0.832,149.24,0ya0JYEFoXNviB8RMeHDtW,222160,4
AC/DC,Back In Black,1980-07-25,"['australian rock', 'hard rock', 'rock']",False,0,0.436,0.71,9,-5.666,1,0.035,0.0113,0.00811,0.0767,0.735,92.887,1VkmJOfe1gDFywuzGABPhH,255200,4
T.I.,My Life Your Entertainment - feat. Usher,2008-09-08,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",True,0,0.417,0.743,4,-5.607,0,0.249,0.000522,0.0,0.476,0.423,159.193,39tzq656INTrAFk58q9Jpe,296667,4
Yuga,No More Dream - Original Mix,2017-07-24,[],False,0,0.764,0.964,7,-4.229,1,0.106,0.000195,0.594,0.655,0.927,125.004,32ITHlFjwZYM6Blp4l8MHD,355200,4
Sly & The Family Stone,Stand!,1969-05-03,"['classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'funk rock', 'mellow gold', 'motown', 'psychedelic soul', 'rock', 'soul']",False,37,0.609,0.788,11,-9.726,1,0.0629,0.214,2.44e-06,0.191,0.517,108.694,68DqLs1hv7zI08EBvu53wV,187533,4
Johann Sebastian Bach,"Air on the G String from Orchestral Suite No. 3 in D Major, BMV 1068",2020-10-09,"['baroque', 'classical', 'early music', 'german baroque']",False,41,0.315,0.0171,2,-31.066,1,0.0516,0.995,0.924,0.0751,0.0655,63.571,26S8gE1LPCqAj8YV4ENWWF,318547,4
Timbaland,Morning After Dark (Featuring Nelly Furtado & SoShy) - Kaskade Remix,2009-01-01,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",False,2,0.622,0.722,8,-6.334,0,0.0405,0.000144,0.0629,0.366,0.659,125.979,588PHF04NmYlHijfpvhFPG,226760,4
Nicky Jam,El Amante,2017-01-20,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",False,71,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,3umS4y3uQDkqekNjVpiRUs,219507,4
23 Skidoo,"Coup - 12"" 45 Version",1984,"['experimental', 'industrial', 'post-punk', 'uk post-punk']",False,22,0.683,0.879,4,-5.971,0,0.0643,0.0348,0.802,0.0686,0.879,100.8,7cwGGDrvJdnYZvGd1VIZvG,253707,3
Pacific Gas & Electric,Are You Ready? - Single Version,2010-12-10,[],False,24,0.573,0.761,4,-8.962,0,0.0768,0.0042,4.53e-06,0.135,0.847,136.57,63efsmQuATznBX8OeiBiZp,347120,4
The Chainsmokers,Paris - Pegboard Nerds Remix,2017-02-17,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",False,31,0.333,0.913,2,-3.722,1,0.0808,0.0202,0.0,0.146,0.116,99.889,0zl9JGNm3Ob7XyMO0jqRwz,174240,4
Heart Attack,You Can't Wait,2001-11-20,['hardcore punk'],False,1,0.427,0.618,0,-10.887,0,0.034,0.41,0.461,0.122,0.96,95.732,1wl8bwD9kQUiAu6fkm1anv,97613,4
Puerto Rico All Stars,Busca lo Tuyo - canta: Gilberto Santa Rosa,1978,"['latin jazz', 'salsa', 'salsa international']",False,6,0.632,0.826,5,-7.025,1,0.0551,0.0844,0.0282,0.0659,0.927,119.4,4uMC2R1qeX4i3qvcBAQawA,345947,4
Georgia Anne Muldrow,Mages Sages II (prod. Flying Lotus),2010-02-16,"['alternative hip hop', 'indie jazz', 'indie soul']",True,17,0.466,0.867,11,-6.275,1,0.304,0.0804,0.0,0.142,0.497,87.794,4dz67x29rpyfyHxG0lFSmJ,187400,4
Cody Johnson,Hurtin',2014-01-14,"['contemporary country', 'country road', 'texas country']",False,43,0.487,0.821,0,-4.221,1,0.0406,0.0407,0.0,0.272,0.539,139.957,3Nvh2G6LziUGKAGF7YBFfq,243040,4
Johnny Colon,Merecumbe,2016-05-27,"['boogaloo', 'latin jazz', 'salsa', 'salsa international']",False,0,0.618,0.714,7,-7.031,0,0.0407,0.486,0.0197,0.163,0.843,102.876,2YVJKh7ZoVyTKEj7WVwgXx,381173,4
J. Worra,Check Out,2021-11-05,"['bass house', 'deep groove house', 'house']",False,60,0.814,0.675,10,-6.761,0,0.042,0.00577,0.0818,0.0956,0.776,125.0,2n6qz4opcJlHsEpI8030YM,174138,4
David Nail,Whatever She's Got,2014-01-01,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",False,0,0.528,0.724,1,-6.075,1,0.0393,0.216,0.0,0.0358,0.908,160.467,3QtKJosXKvcXNu9Lpgz7LV,236800,4
Isaiah Rashad,R.I.P. Kevin Miller,2014-01-28,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",True,50,0.703,0.835,8,-4.456,0,0.27,0.227,1.4e-05,0.135,0.602,136.158,6zSwnPvoqQ2bzvYMlt3u4u,229219,4
The Hop,Berline noire,2020-06-19,['rap inde'],True,41,0.767,0.799,3,-6.646,0,0.0891,0.311,0.0,0.192,0.678,134.094,6kgKpOkeHcorqFs34h3qsP,248279,4
Green Day,Wake Me up When September Ends,2004-09-21,"['permanent wave', 'punk']",False,78,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,3ZffCQKLFLUvYM59XKLbVm,285653,4
David Bowie,I Can't Give Everything Away,2016-01-08,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",False,51,0.497,0.93,5,-7.024,1,0.0652,0.109,0.0756,0.327,0.403,120.007,42bQZnfDGmejgB5elWY3QA,347280,4
Laurent Voulzy,Rockollection,1989-05-11,"['chanson', 'french pop']",False,55,0.765,0.54,0,-12.114,1,0.0984,0.103,0.0,0.373,0.788,129.48,1jL4dBrmBpkAwxiMFzHulz,250747,4
Franz Ferdinand,Lucid Dreams,2009-01-27,"['alternative dance', 'alternative rock', 'dance rock', 'modern rock', 'new rave', 'rock', 'scottish rock']",False,42,0.655,0.778,8,-7.506,0,0.0421,0.000319,0.623,0.349,0.481,108.401,71X3VM0cKLMEQGTovnH8sy,476333,4
The Zombies,Going Out Of My Head,2007-04-30,"['baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",False,50,0.593,0.448,6,-9.734,0,0.0336,0.751,0.0,0.106,0.384,110.06,5BEFDBQzL16sC3DXRSd0b5,183213,4
All Saints,Never Ever,1997,"['bubblegum dance', 'dance pop', 'europop', 'girl group', 'new wave pop', 'pop rock']",False,64,0.738,0.541,1,-5.485,1,0.0311,0.559,0.0,0.0492,0.309,134.187,7ziHnshbknkpFLDW5yGBjO,387573,4
IGNITION,Wrenching,1994,['dc hardcore'],False,2,0.184,0.812,1,-10.219,0,0.0883,0.0135,0.929,0.148,0.424,179.144,3fivoROPRksvqcZYGnysiG,185435,4
Hank Snow,I'm Movin' On,2012-09-04,"['canadian country', 'canadian singer-songwriter', 'nashville sound']",False,0,0.574,0.515,2,-13.121,1,0.0309,0.786,0.00149,0.106,0.921,97.772,2RgRniB5Rd2XOcVAopW9d6,170293,4
Martin Garrix,Lions in the Wild,2016-05-27,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",False,0,0.504,0.847,7,-6.81,0,0.0442,0.00434,0.0,0.816,0.28,127.854,6F1kPSgdnlSzZRfskE9vaV,211890,4
Social Unrest,Talk's Cheap,1985-07-01,['hardcore punk'],False,6,0.217,0.924,0,-7.656,1,0.0531,0.00873,0.46,0.0973,0.118,68.478,6q0vWrvp3dQMms6kZ6x7Sn,199867,4
DREAMERS,Sweet Disaster,2016-06-24,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",False,0,0.514,0.806,0,-2.4,1,0.032,0.0104,0.0,0.0776,0.442,87.04,1cCF6PzZddhyJgYjN8w5qu,205173,4
Mungo's Hi Fi,Boom Shiva,2013-07-22,"['dub', 'dub punk', 'uk reggae']",False,30,0.915,0.64,4,-9.849,0,0.0973,0.0426,0.000241,0.0587,0.372,100.005,3X8WZlYikU0dTgMzUim49w,215883,4
Michael Calfan,Resurrection - Axwell's Recut Radio Edit,2012-01-23,"['dance pop', 'deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",False,0,0.667,0.952,0,-2.492,0,0.0358,0.0305,0.672,0.216,0.622,128.072,07YuvKU23c0Np0j6oAhORB,166874,4
Timmy Trumpet,Kalinka - Dimitri Vegas & Like Mike Edit,2020-05-22,"['australian dance', 'big room', 'dance pop', 'edm', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",False,54,0.514,0.936,1,-3.517,0,0.23,0.0065,0.0297,0.0728,0.201,127.914,3DByxA4MRvkBR8DPEFnrgr,160669,4
Qss,Utolsó Felszólitás,2017-01-01,['hungarian punk'],False,2,0.171,0.705,1,-10.759,1,0.0504,0.0101,2.77e-05,0.379,0.692,157.397,6W1D4L0BxFyggvPL5ABF8s,89625,4
Afflicted Man,It's Too Easy,2013-09-24,[],False,0,0.37,0.978,6,-7.292,0,0.0957,0.0846,0.896,0.0789,0.0738,74.747,60W8985MOSNCk1w2EfEbKV,344680,4
Sada Baby,Whole Lotta Choppas,2020-08-14,"['detroit trap', 'scam rap', 'trap']",True,61,0.926,0.762,1,-1.887,1,0.205,0.000718,0.0,0.117,0.277,127.931,6hLZzCS4E7AWo3PRBWy6az,153750,4
Eminem,Public Enemy #1,2006-12-04,"['detroit hip hop', 'hip hop', 'rap']",True,34,0.761,0.683,8,-4.637,1,0.293,0.236,0.0,0.176,0.47,91.06,5lkULyDWQM2eaJHEGzvfWH,114547,4
Lost Frequencies,Reality - feat. Janieck Devy,2015-06-19,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",False,0,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,4ljv30m78xne4SN1Z6g5T2,158474,4
The Beatles,All You Need Is Love - Remastered 2015,2000-11-13,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,60,0.397,0.625,7,-5.829,1,0.0347,0.437,5.47e-06,0.263,0.676,104.54,6KqiVlOLfDzJViJVAPym1p,227760,4
Elvis Presley,Hound Dog,2009-12-25,"['adult standards', 'rock-and-roll', 'rockabilly']",False,0,0.355,0.722,0,-9.338,1,0.0498,0.712,0.00309,0.805,0.946,176.708,0rfZ0RTGqRSCQF1LcOuzEy,136160,4
Lauv,Sims,2019-11-14,"['dance pop', 'electropop', 'pop']",True,0,0.529,0.398,2,-8.238,1,0.388,0.643,0.0,0.0637,0.567,99.714,2PERLp9asn02e8nk5dbdra,155075,4
Studio B,I See Girls (Crazy) - Tom Neville Radio Edit,2005-03-25,[],False,0,0.722,0.896,11,-3.965,0,0.0443,0.0104,5.01e-06,0.543,0.952,126.99,1EnJ8X84cAhusdQ8mQZjdH,182093,4
Megalodon,Watch This Bounce,2017-02-10,"['brostep', 'deathstep', 'dubstep', 'filthstep', 'gaming dubstep']",False,12,0.623,0.927,1,-3.855,1,0.21,0.000256,0.856,0.228,0.471,127.985,2mYDNxTCSgiUKxo18spWNW,247507,4
12th Planet,Marine Iguana - Guppi Remix,2021-10-22,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']",False,12,0.578,0.989,4,-0.894,0,0.139,0.00531,0.413,0.704,0.135,150.004,623pq2xDwSLInOkR0vFufw,158000,4
Borgore,Unicorn Zombie Apocalypse,2014-04-28,"['brostep', 'classic dubstep', 'dubstep', 'edm', 'electro house', 'electronic trap']",False,55,0.676,0.885,1,-2.946,1,0.0658,0.00425,0.861,0.0519,0.185,128.04,4OpPtBlAU2ayk7rS0SyxlM,277500,4
Stulp Fiction,Want Me,2015-07-27,[],False,16,0.759,0.823,5,-7.563,0,0.0693,0.00685,0.0222,0.663,0.647,125.012,4mkuqtG1kINhZ5DIJ7bn44,261172,4
Stevie Wonder,Don't You Worry 'Bout A Thing,1973-08-03,"['adult standards', 'motown', 'quiet storm', 'soul']",False,0,0.714,0.726,11,-9.218,1,0.0408,0.0316,0.0,0.0666,0.92,124.715,37eC6DX0aYrFGw8cMQaBG5,284630,4
YNW Melly,Wine For Me,2018-08-03,"['melodic rap', 'trap']",True,56,0.721,0.411,6,-9.559,1,0.0456,0.0595,7.44e-06,0.132,0.473,100.02,0hjyDFEpTFsSODk0Nv4Sbx,135168,4
Chris Janson,Drunk Girl,2017-09-22,"['contemporary country', 'country', 'country road', 'modern country rock']",False,62,0.485,0.306,0,-8.431,1,0.0409,0.794,0.0,0.122,0.224,203.729,1kFBLqkTuNKlspkJ1EOGjN,207267,4
Offenders,Get Mad,2014-03-18,"['hardcore punk', 'thrash core']",False,7,0.218,0.933,7,-5.693,1,0.183,1.8e-05,0.0,0.106,0.408,168.987,2GlFeHuk33nRIWtm8RtI5l,76580,4
Lipstick Killers,Rot in Love (Mixdown Studio Demo - 1978),2021-06-25,[],False,1,0.431,0.994,0,-3.839,1,0.0763,1.78e-05,4.45e-05,0.176,0.462,123.622,1sqkmsuxvlLRdXsAEFqTuQ,255080,4
Festuca,Floating,2015-11-25,['euphoric hardstyle'],False,0,0.438,0.985,4,-4.193,0,0.0486,0.0448,0.871,0.352,0.229,149.964,6XY8nPcckhBXdvEJz4v7Pi,213621,4
Christina Aguilera,Let There Be Love,2012-11-09,"['dance pop', 'pop', 'post-teen pop']",False,46,0.543,0.899,7,-1.589,0,0.16,0.0219,4.88e-05,0.259,0.441,127.991,5u5wvBQcUTzRzN7dwkrFUB,201547,4
Bobby Valentin,Papel De Payaso,2017-07-14,"['boogaloo', 'jazz puertorriqueno', 'latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",False,0,0.596,0.444,5,-10.974,0,0.108,0.503,0.43,0.09,0.788,99.553,4p37mP3As1yrVyJsytpnNX,271796,4
Aly & AJ,Potential Breakup Song,2020-12-29,"['dance pop', 'electropop', 'girl group', 'indie poptimism', 'pop', 'post-teen pop']",True,68,0.554,0.899,6,-4.149,0,0.0385,0.000469,0.000365,0.0867,0.556,157.995,2ieu0FHqTpBUrMoCFVL3cb,218333,4
Kenny Dorham,Una Mas (One More Time) - Remasted 1998/ Rudy Van Gelder Edition,1963,"['bebop', 'free jazz', 'hard bop', 'jazz', 'jazz trumpet']",False,25,0.599,0.521,5,-9.104,0,0.0556,0.891,0.278,0.0997,0.684,83.155,0uzPDHGV0ZAjk8wLlryt7C,919907,4
Alice In Chains,Rooster,2006-07-24,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",False,32,0.254,0.628,3,-5.721,1,0.0274,0.153,0.00202,0.123,0.148,146.004,0HY4qXIQLJ4E95I1LuPnU8,376227,4
Kip Moore,More Girls Like You,2017-09-08,"['contemporary country', 'country', 'country road', 'modern country rock']",False,58,0.555,0.746,2,-5.522,1,0.033,0.00825,0.0,0.0796,0.712,75.01,73WWkaWkIRSP3MYGZ14aY4,154707,4
Buffalo Springfield,Rock & Roll Woman,1967-10-30,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,41,0.409,0.636,9,-13.542,0,0.111,0.603,0.0154,0.347,0.567,144.682,3VcJYPMFO0Cq4ixhjZD7i6,165847,4
Olav Basoski,Duende,2019-01-21,['disco house'],False,47,0.692,0.968,5,-3.421,0,0.0477,0.00322,0.835,0.0587,0.657,124.961,5aPnEh3RxVzijJpWi5mFQY,180480,4
